"transaction_id";"customer_id";"catagory";"quantity";"price_per_unit";"total_spend";"transaction_date"
1117354;"CUST_22";"Beverages";4;7;26.0;"2024-11-01"
1118794;"CUST_06";"Furniture";2;5;10.0;"2024-02-05"
1118935;"CUST_08";"Butchers";7;16;108.5;"2022-06-20"
1119796;"CUST_07";"Food";2;37;73.0;"2022-12-05"
1121761;"CUST_10";"Butchers";7;40;276.5;"2023-11-04"
1122145;"CUST_06";"Electric household essentials";5;13;62.5;"2022-11-14"
1122490;"CUST_06";"Butchers";6;13;75.0;"2023-11-30"
1123016;"CUST_14";"Computers and electric accessories";9;11;99.0;"2022-07-21"
1123240;"CUST_23";"Patisserie";10;37;365.0;"2022-06-29"
1123421;"CUST_25";"Milk Products";8;29;232.0;"2022-02-08"
1124993;"CUST_03";"Patisserie";10;29;290.0;"2023-06-09"
1125784;"CUST_05";"Furniture";9;14;126.0;"2023-07-29"
1126177;"CUST_05";"Patisserie";9;14;126.0;"2022-09-26"
1126918;"CUST_06";"Furniture";7;13;87.5;"2022-10-23"
1127104;"CUST_14";"Electric household essentials";9;35;315.0;"2023-09-23"
1127219;"CUST_05";"Electric household essentials";4;5;20.0;"2022-09-20"
1127482;"CUST_05";"Furniture";7;25;171.5;"2023-10-16"
1130015;"CUST_23";"Milk Products";0;0;0.0;"2024-03-27"
1130823;"CUST_13";"Computers and electric accessories";10;17;170.0;"2024-11-02"
1132097;"CUST_24";"Patisserie";9;20;180.0;"2023-05-18"
1132339;"CUST_01";"Beverages";4;20;80.0;"2023-07-12"
1132569;"CUST_19";"Computers and electric accessories";2;37;73.0;"2023-06-28"
1133322;"CUST_16";"Beverages";10;5;50.0;"2022-08-06"
1133577;"CUST_06";"Electric household essentials";6;10;57.0;"2022-08-13"
1134117;"CUST_18";"Beverages";1;34;33.5;"2024-12-30"
1134786;"CUST_18";"Electric household essentials";1;29;29.0;"2023-09-21"
1135069;"CUST_01";"Computers and electric accessories";2;19;37.0;"2024-12-15"
1135450;"CUST_03";"Food";8;34;268.0;"2024-10-03"
1135523;"CUST_04";"Electric household essentials";6;34;201.0;"2024-08-04"
1135577;"CUST_20";"Beverages";3;22;64.5;"2023-08-28"
1135615;"CUST_21";"Beverages";8;7;52.0;"2022-08-25"
1136214;"CUST_25";"Furniture";4;7;26.0;"2023-08-06"
1136695;"CUST_18";"Food";8;10;76.0;"2024-03-24"
1137120;"CUST_06";"Milk Products";1;32;32.0;"2024-10-17"
1137542;"CUST_21";"Electric household essentials";1;11;11.0;"2023-06-29"
1137690;"CUST_22";"Electric household essentials";9;38;342.0;"2023-01-18"
1138768;"CUST_12";"Computers and electric accessories";8;25;196.0;"2022-03-09"
1139198;"CUST_01";"Furniture";7;29;203.0;"2022-11-04"
1140136;"CUST_01";"Electric household essentials";10;22;215.0;"2022-06-04"
1140976;"CUST_06";"Computers and electric accessories";4;22;86.0;"2024-05-01"
1141770;"CUST_03";"Beverages";9;34;301.5;"2022-05-30"
1141808;"CUST_23";"Patisserie";2;16;31.0;"2022-03-14"
1142481;"CUST_02";"Beverages";6;37;219.0;"2023-02-07"
1143548;"CUST_12";"Furniture";4;35;140.0;"2022-01-04"
1143957;"CUST_06";"Milk Products";7;38;266.0;"2024-04-27"
1143989;"CUST_02";"Butchers";1;22;21.5;"2022-08-30"
1144228;"CUST_01";"Electric household essentials";1;38;38.0;"2024-11-19"
1147196;"CUST_13";"Food";5;34;167.5;"2023-02-09"
1148392;"CUST_14";"Computers and electric accessories";5;20;100.0;"2022-08-05"
1150006;"CUST_01";"Furniture";5;28;137.5;"2024-10-03"
1151406;"CUST_04";"Butchers";9;32;288.0;"2022-05-18"
1153259;"CUST_21";"Milk Products";7;28;192.5;"2024-10-13"
1153704;"CUST_10";"Patisserie";1;23;23.0;"2022-01-02"
1153995;"CUST_03";"Electric household essentials";0;0;0.0;"2022-02-12"
1154680;"CUST_25";"Furniture";0;0;0.0;"2022-12-18"
1155401;"CUST_06";"Milk Products";2;32;64.0;"2024-12-07"
1155771;"CUST_05";"Butchers";3;38;114.0;"2024-10-18"
1156192;"CUST_07";"Food";4;20;80.0;"2024-02-17"
1156632;"CUST_05";"Food";2;26;52.0;"2024-06-21"
1156896;"CUST_03";"Computers and electric accessories";5;38;190.0;"2024-06-07"
1157052;"CUST_24";"Butchers";4;23;92.0;"2022-11-02"
1157208;"CUST_04";"Butchers";5;41;205.0;"2022-07-07"
1158381;"CUST_24";"Butchers";0;0;0.0;"2022-12-26"
1158681;"CUST_23";"Food";8;34;268.0;"2022-02-22"
1159099;"CUST_11";"Computers and electric accessories";5;29;145.0;"2023-06-08"
1159514;"CUST_21";"Milk Products";4;14;56.0;"2023-03-19"
1160375;"CUST_14";"Electric household essentials";10;11;110.0;"2023-08-12"
1161003;"CUST_17";"Electric household essentials";4;38;152.0;"2022-03-24"
1162568;"CUST_15";"Electric household essentials";10;22;215.0;"2022-05-14"
1164094;"CUST_09";"Patisserie";3;11;33.0;"2024-07-29"
1164425;"CUST_05";"Beverages";3;7;19.5;"2023-09-25"
1164547;"CUST_10";"Computers and electric accessories";7;37;255.5;"2023-12-09"
1165342;"CUST_24";"Patisserie";7;14;98.0;"2023-02-01"
1166423;"CUST_08";"Beverages";1;29;29.0;"2024-08-12"
1166621;"CUST_23";"Beverages";6;37;219.0;"2022-04-30"
1168511;"CUST_05";"Food";2;20;40.0;"2022-05-03"
1170545;"CUST_19";"Electric household essentials";4;16;62.0;"2023-11-27"
1170854;"CUST_03";"Patisserie";7;19;129.5;"2022-04-04"
1172555;"CUST_08";"Beverages";10;41;410.0;"2023-04-01"
1172683;"CUST_10";"Food";8;22;172.0;"2023-07-10"
1173263;"CUST_13";"Electric household essentials";7;16;108.5;"2022-07-31"
1174385;"CUST_18";"Computers and electric accessories";1;32;32.0;"2024-03-12"
1174715;"CUST_17";"Patisserie";1;38;38.0;"2022-06-09"
1175007;"CUST_01";"Computers and electric accessories";6;34;201.0;"2024-07-10"
1175373;"CUST_13";"Milk Products";3;40;118.5;"2024-04-09"
1175726;"CUST_01";"Milk Products";2;20;40.0;"2024-07-08"
1175914;"CUST_13";"Butchers";0;0;0.0;"2023-05-19"
1176248;"CUST_16";"Beverages";6;10;57.0;"2022-12-06"
1177239;"CUST_21";"Electric household essentials";9;22;193.5;"2023-04-14"
1177301;"CUST_09";"Patisserie";6;34;201.0;"2022-04-08"
1178538;"CUST_22";"Milk Products";8;13;100.0;"2022-06-08"
1178688;"CUST_17";"Beverages";3;22;64.5;"2023-10-15"
1179280;"CUST_01";"Food";9;8;72.0;"2023-10-02"
1179909;"CUST_22";"Beverages";7;22;150.5;"2023-05-21"
1181808;"CUST_23";"Furniture";4;14;56.0;"2023-09-21"
1185443;"CUST_23";"Butchers";7;23;161.0;"2023-11-16"
1185788;"CUST_11";"Milk Products";7;13;87.5;"2023-09-07"
1186888;"CUST_10";"Patisserie";5;25;122.5;"2022-02-15"
1187419;"CUST_22";"Butchers";5;34;167.5;"2022-02-03"
1187836;"CUST_01";"Computers and electric accessories";0;0;0.0;"2022-12-20"
1188415;"CUST_18";"Electric household essentials";5;5;25.0;"2025-01-15"
1188617;"CUST_04";"Food";1;25;24.5;"2024-02-19"
1188804;"CUST_02";"Computers and electric accessories";7;32;224.0;"2024-01-27"
1188935;"CUST_17";"Electric household essentials";3;32;96.0;"2024-03-30"
1189082;"CUST_23";"Beverages";1;8;8.0;"2022-06-03"
1189571;"CUST_08";"Food";3;20;60.0;"2023-11-06"
1189728;"CUST_10";"Food";4;31;122.0;"2023-11-25"
1190407;"CUST_05";"Milk Products";9;20;180.0;"2022-09-21"
1190422;"CUST_03";"Patisserie";3;22;64.5;"2023-01-11"
1190560;"CUST_16";"Furniture";8;34;268.0;"2023-01-31"
1190991;"CUST_06";"Butchers";10;22;215.0;"2022-10-21"
1192429;"CUST_01";"Beverages";3;14;42.0;"2024-06-20"
1193062;"CUST_22";"Furniture";5;34;167.5;"2022-02-23"
1193688;"CUST_16";"Computers and electric accessories";8;5;40.0;"2024-04-21"
1194790;"CUST_07";"Computers and electric accessories";4;25;98.0;"2023-09-07"
1195231;"CUST_24";"Electric household essentials";8;5;40.0;"2022-11-28"
1196570;"CUST_22";"Beverages";8;13;100.0;"2024-02-09"
1197350;"CUST_22";"Butchers";1;34;33.5;"2024-06-10"
1197801;"CUST_14";"Patisserie";3;29;87.0;"2023-01-06"
1197864;"CUST_09";"Computers and electric accessories";6;31;183.0;"2022-01-06"
1198181;"CUST_25";"Food";5;22;107.5;"2024-04-28"
1198384;"CUST_12";"Furniture";1;26;26.0;"2024-11-13"
1198866;"CUST_11";"Patisserie";8;26;208.0;"2022-01-12"
1199362;"CUST_23";"Beverages";3;7;19.5;"2022-09-26"
1199408;"CUST_05";"Butchers";6;11;66.0;"2024-03-24"
1199916;"CUST_21";"Furniture";0;0;0.0;"2022-06-25"
1201215;"CUST_13";"Computers and electric accessories";6;16;93.0;"2022-10-03"
1201615;"CUST_25";"Patisserie";2;29;58.0;"2022-08-06"
1201718;"CUST_17";"Food";6;17;102.0;"2024-04-08"
1201757;"CUST_14";"Electric household essentials";9;13;112.5;"2024-12-16"
1201977;"CUST_08";"Furniture";10;5;50.0;"2023-04-27"
1202644;"CUST_01";"Food";5;41;205.0;"2023-04-02"
1202968;"CUST_11";"Electric household essentials";8;14;112.0;"2022-09-03"
1203139;"CUST_11";"Milk Products";7;37;255.5;"2024-09-06"
1203184;"CUST_03";"Patisserie";5;16;77.5;"2023-06-12"
1204007;"CUST_11";"Furniture";8;25;196.0;"2022-10-11"
1205286;"CUST_11";"Patisserie";4;29;116.0;"2022-11-02"
1205686;"CUST_09";"Computers and electric accessories";2;32;64.0;"2022-03-12"
1205880;"CUST_04";"Furniture";2;11;22.0;"2023-06-17"
1207317;"CUST_21";"Furniture";3;40;118.5;"2024-09-13"
1207537;"CUST_02";"Butchers";9;8;72.0;"2022-02-01"
1207822;"CUST_03";"Food";1;25;24.5;"2023-05-26"
1207984;"CUST_17";"Food";6;29;174.0;"2022-05-10"
1208593;"CUST_21";"Patisserie";0;0;0.0;"2022-11-19"
1208768;"CUST_24";"Beverages";2;14;28.0;"2023-02-28"
1209005;"CUST_10";"Beverages";5;8;40.0;"2022-12-31"
1209021;"CUST_18";"Milk Products";6;11;66.0;"2024-11-11"
1209495;"CUST_24";"Beverages";10;11;110.0;"2023-01-29"
1209700;"CUST_08";"Beverages";9;40;355.5;"2024-06-17"
1210437;"CUST_15";"Food";7;10;66.5;"2023-05-26"
1211345;"CUST_19";"Furniture";7;10;66.5;"2024-12-02"
1211734;"CUST_18";"Patisserie";2;13;25.0;"2023-06-15"
1212058;"CUST_07";"Electric household essentials";1;22;21.5;"2023-03-18"
1212399;"CUST_05";"Beverages";8;14;112.0;"2024-01-17"
1212420;"CUST_05";"Patisserie";2;23;46.0;"2022-06-21"
1213004;"CUST_19";"Food";2;22;43.0;"2022-03-18"
1213835;"CUST_02";"Beverages";4;37;146.0;"2022-07-06"
1217844;"CUST_03";"Computers and electric accessories";8;25;196.0;"2022-04-30"
1219422;"CUST_09";"Furniture";6;20;120.0;"2023-11-01"
1219590;"CUST_25";"Food";3;38;114.0;"2024-01-16"
1219680;"CUST_14";"Electric household essentials";3;11;33.0;"2024-09-04"
1220342;"CUST_04";"Patisserie";10;40;395.0;"2024-04-03"
1220541;"CUST_21";"Food";0;0;0.0;"2023-12-03"
1221709;"CUST_12";"Patisserie";4;16;62.0;"2022-12-23"
1221943;"CUST_12";"Furniture";10;19;185.0;"2024-10-02"
1222397;"CUST_01";"Electric household essentials";10;11;110.0;"2023-03-23"
1222659;"CUST_17";"Beverages";5;32;160.0;"2022-06-22"
1223061;"CUST_17";"Milk Products";10;35;350.0;"2022-09-05"
1223079;"CUST_06";"Patisserie";4;28;110.0;"2024-08-06"
1223128;"CUST_13";"Butchers";0;0;0.0;"2023-10-24"
1223573;"CUST_14";"Computers and electric accessories";3;13;37.5;"2024-04-06"
1224026;"CUST_01";"Food";10;7;65.0;"2022-10-17"
1224321;"CUST_05";"Computers and electric accessories";1;13;12.5;"2022-08-22"
1224414;"CUST_15";"Furniture";5;13;62.5;"2022-01-23"
1226245;"CUST_18";"Food";0;0;0.0;"2023-05-31"
1227978;"CUST_03";"Beverages";10;41;410.0;"2024-01-17"
1228408;"CUST_01";"Patisserie";0;0;0.0;"2023-12-19"
1229733;"CUST_01";"Food";6;8;48.0;"2024-04-17"
1230120;"CUST_22";"Patisserie";4;26;104.0;"2024-04-10"
1230793;"CUST_10";"Computers and electric accessories";4;14;56.0;"2024-06-28"
1231391;"CUST_07";"Patisserie";3;16;46.5;"2022-04-06"
1231953;"CUST_13";"Computers and electric accessories";8;17;136.0;"2024-02-16"
1232531;"CUST_12";"Beverages";3;7;19.5;"2024-05-27"
1234299;"CUST_15";"Butchers";10;32;320.0;"2022-02-17"
1235721;"CUST_20";"Electric household essentials";3;28;82.5;"2024-02-24"
1236974;"CUST_01";"Beverages";8;10;76.0;"2023-04-21"
1237218;"CUST_10";"Electric household essentials";3;26;78.0;"2022-11-21"
1238430;"CUST_10";"Milk Products";8;23;184.0;"2024-05-16"
1238908;"CUST_10";"Beverages";7;22;150.5;"2024-02-15"
1238927;"CUST_01";"Patisserie";1;14;14.0;"2022-12-23"
1239531;"CUST_08";"Beverages";10;37;365.0;"2023-02-18"
1243748;"CUST_25";"Computers and electric accessories";3;7;19.5;"2023-05-23"
1243810;"CUST_15";"Furniture";8;20;160.0;"2023-12-28"
1243903;"CUST_21";"Computers and electric accessories";8;14;112.0;"2023-07-25"
1244212;"CUST_24";"Milk Products";6;20;120.0;"2024-10-15"
1245067;"CUST_21";"Food";1;31;30.5;"2023-08-15"
1245088;"CUST_07";"Beverages";6;29;174.0;"2024-03-04"
1245154;"CUST_13";"Furniture";2;5;10.0;"2024-12-09"
1245404;"CUST_24";"Furniture";7;25;171.5;"2024-07-31"
1246620;"CUST_22";"Patisserie";6;20;120.0;"2024-06-23"
1247741;"CUST_01";"Butchers";10;10;95.0;"2024-08-18"
1248449;"CUST_03";"Beverages";8;35;280.0;"2023-05-28"
1248451;"CUST_06";"Beverages";2;40;79.0;"2024-11-26"
1248527;"CUST_02";"Furniture";6;11;66.0;"2024-03-02"
1248793;"CUST_20";"Patisserie";9;10;85.5;"2022-10-03"
1249020;"CUST_18";"Patisserie";6;17;102.0;"2022-02-27"
1249742;"CUST_05";"Milk Products";10;40;395.0;"2024-03-21"
1255024;"CUST_09";"Food";5;8;40.0;"2024-05-27"
1255913;"CUST_21";"Patisserie";1;38;38.0;"2024-01-18"
1256115;"CUST_20";"Computers and electric accessories";5;19;92.5;"2024-11-25"
1257071;"CUST_12";"Electric household essentials";5;20;100.0;"2024-01-29"
1257746;"CUST_14";"Beverages";1;29;29.0;"2022-09-29"
1258675;"CUST_06";"Electric household essentials";3;14;42.0;"2023-08-01"
1259242;"CUST_24";"Food";6;29;174.0;"2023-08-11"
1260450;"CUST_25";"Furniture";10;37;365.0;"2023-12-24"
1260673;"CUST_14";"Computers and electric accessories";3;37;109.5;"2022-05-30"
1263895;"CUST_15";"Electric household essentials";10;34;335.0;"2024-03-16"
1264844;"CUST_10";"Electric household essentials";8;35;280.0;"2022-08-19"
1265326;"CUST_17";"Furniture";9;16;139.5;"2024-04-22"
1265621;"CUST_03";"Electric household essentials";8;37;292.0;"2022-01-11"
1266241;"CUST_25";"Furniture";2;40;79.0;"2022-01-06"
1266761;"CUST_17";"Furniture";6;7;39.0;"2024-05-01"
1266935;"CUST_05";"Computers and electric accessories";1;32;32.0;"2023-10-26"
1269546;"CUST_13";"Beverages";6;20;120.0;"2022-10-19"
1271965;"CUST_12";"Patisserie";10;13;125.0;"2024-08-10"
1273334;"CUST_22";"Beverages";10;41;410.0;"2022-11-04"
1273571;"CUST_07";"Beverages";6;10;57.0;"2023-03-07"
1275290;"CUST_08";"Beverages";2;41;82.0;"2022-06-16"
1275355;"CUST_04";"Computers and electric accessories";2;22;43.0;"2022-01-10"
1276028;"CUST_16";"Milk Products";4;23;92.0;"2023-06-09"
1276885;"CUST_23";"Patisserie";0;0;0.0;"2024-12-30"
1277309;"CUST_24";"Computers and electric accessories";9;14;126.0;"2023-06-01"
1278400;"CUST_15";"Patisserie";5;40;197.5;"2024-04-08"
